"ModelID","CCLEName","TissueOrigin","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","PrimaryOrMetastasis","Age","AgeCategory","Sex","PatientRace"
"ACH-000143","HCC2429_LUNG",NA,"NUTCL","Lung","Non-Small Cell Lung Cancer","NUT Carcinoma of the Lung","NUTCL","Primary",34,"Adult","Female",""
"ACH-000144","RERFGC1B_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",41,"Adult","Male","asian"
"ACH-000145","SKLMS1_SOFT_TISSUE",NA,"LMS","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","LMS","Primary",43,"Adult","Female","caucasian"
"ACH-000146","THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",1,"Pediatric","Male",""
"ACH-000147","T47D_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",54,"Adult","Female",""
"ACH-000148","HS578T_BREAST",NA,"BRCNOS","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS","Primary",74,"Adult","Female","caucasian"
"ACH-000149","SKNSH_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",4,"Pediatric","Female",""
"ACH-000150","HCC2935_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Primary",39,"Adult","Male","caucasian"
"ACH-000151","JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",NA,"Pediatric","Male",""
"ACH-000152","M059K_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",33,"Adult","Male",""
"ACH-000153","NCIH2052_PLEURA",NA,"PLSMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO","Metastatic",65,"Adult","Male","caucasian"
"ACH-000154","HS888T_FIBROBLAST",NA,"ZFIBBON","Fibroblast","Non-Cancerous","Fibroblast, Bone","","",20,"Adult","Male","caucasian"
"ACH-000155","SW1990_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",56,"Adult","Male","caucasian"
"ACH-000156","MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLLBCRABL1L","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like","BLLBCRABL1L","Primary",10,"Pediatric","Male","caucasian"
"ACH-000157","A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",52,"Adult","Female","asian"
"ACH-000158","OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ABC","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC","Primary",52,"Adult","Male",""
"ACH-000159","OSRC2_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",52,"Adult","Male",""
"ACH-000160","BT12_SOFT_TISSUE",NA,"ATRT","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT","Primary",0,"Pediatric","Female",""
"ACH-000161","CORL105_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",NA,"Unknown","Male","caucasian"
"ACH-000162","GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",41,"Adult","Male","caucasian"
"ACH-000163","SW579_THYROID",NA,"HNSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC","Primary",59,"Adult","Male","asian"
"ACH-000164","PANC1_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",56,"Adult","Male",""
"ACH-000165","HS751T_FIBROBLAST",NA,"ZFIBLYM","Fibroblast","Non-Cancerous","Fibroblast","","",19,"Adult","Male",""
"ACH-000166","KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",64,"Adult","Male","asian"
"ACH-000167","KE97_STOMACH",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Metastatic",52,"Adult","Male",""
"ACH-000168","NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AMOL","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL","Primary",31,"Adult","Female",""
"ACH-000169","RD_SOFT_TISSUE",NA,"ERMS","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS","Primary",7,"Pediatric","Female","caucasian"
"ACH-000170","PRECLH_PROSTATE",NA,"ZIMMEPCP","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","","",NA,"Unknown","Male",""
"ACH-000171","VMRCRCZ_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Unknown","asian"
"ACH-000172","TM87_SOFT_TISSUE",NA,"ERT","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","","Metastatic",1,"Pediatric","Male",""
"ACH-000173","JHUEM3_ENDOMETRIUM",NA,"UCEC","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC","Primary",60,"Adult","Female",""
"ACH-000174","CAL62_THYROID",NA,"THAP","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP","Primary",70,"Adult","Female",""
"ACH-000175","TE159T_FIBROBLAST",NA,"ZFIBSOF","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","","",6,"Pediatric","Male","caucasian"
"ACH-000176","LOUNH91_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Primary",64,"Adult","Female",""
"ACH-000177","NCIH660_PROSTATE",NA,"PRSCC","Prostate","Prostate Small Cell Carcinoma","Prostate Small Cell Carcinoma","PRSCC","Metastatic",63,"Adult","Male","caucasian"
"ACH-000178","HS766T_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",64,"Adult","Male","caucasian"
"ACH-000179","NCIH1618_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",55,"Adult","Female","caucasian"
"ACH-000180","HS839T_FIBROBLAST",NA,"ZFIBSKI","Fibroblast","Non-Cancerous","Fibroblast, Skin","","",42,"Adult","Female","caucasian"
"ACH-000181","SCC9_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",25,"Adult","Male",""
"ACH-000182","SNU869_BILIARY_TRACT",NA,"AMPCA","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","AMPCA","Primary",NA,"Unknown","Unknown","asian"
"ACH-000183","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",36,"Adult","Female",""
"ACH-000184","HS343T_FIBROBLAST",NA,"ZFIBBRE","Fibroblast","Non-Cancerous","Fibroblast, Breast","","",47,"Adult","Female","caucasian"
"ACH-000185","HS737T_FIBROBLAST",NA,"ZFIBBON","Fibroblast","Non-Cancerous","Fibroblast, Bone","","",10,"Pediatric","Female","caucasian"
"ACH-000186","NCIH2444_LUNG",NA,"NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","Primary",NA,"Unknown","Male",""
"ACH-000187","CORL311_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",63,"Adult","Male",""
"ACH-000188","SCC25_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",70,"Adult","Male",""
"ACH-000189","RCC10RGB_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male","asian"
"ACH-000190","HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","",29,"Adult","Male",""
"ACH-000191","BHT101_THYROID",NA,"THAP","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP","Metastatic",63,"Adult","Female",""
"ACH-000192","MFE280_ENDOMETRIUM",NA,"UCEC","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC","Primary",77,"Adult","Female",""
"ACH-000193","KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",77,"Adult","Female",""
"ACH-000194","HS934T_FIBROBLAST",NA,"ZFIBSKI","Fibroblast","Non-Cancerous","Fibroblast, Skin","","Primary",58,"Adult","Female","caucasian"
"ACH-000195","SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AMKL","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","AMKL","",71,"Adult","Female",""
"ACH-000196","HCC1599_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",44,"Adult","Female","caucasian"
"ACH-000197","TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ATLL","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL","Primary",28,"Adult","Male",""
"ACH-000198","EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CELNOS","Myeloid","Myeloproliferative Neoplasms","Chronic Eosinophilic Leukemia, NOS","CELNOS","Primary",33,"Adult","Male",""
"ACH-000199","HS255T_FIBROBLAST",NA,"ZFIBCOL","Fibroblast","Non-Cancerous","Fibroblast, Colorectal","","",46,"Adult","Female","caucasian"
"ACH-000200","NMCG1_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",NA,"Unknown","Female",""
"ACH-000201","A204_SOFT_TISSUE",NA,"MRT","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT","Primary",1,"Pediatric","Female",""
"ACH-000202","COLO320_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",55,"Adult","Female","caucasian"
"ACH-000203","NH6_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",0,"Pediatric","Female",""
"ACH-000204","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","Primary",56,"Adult","Female",""
"ACH-000205","PK59_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",66,"Adult","Female",""
"ACH-000206","C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"TLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL","",0,"Fetus","Male",""
"ACH-000207","DETROIT562_UPPER_AERODIGESTIVE_TRACT",NA,"OPHSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oropharynx Squamous Cell Carcinoma","OPHSC","Metastatic",NA,"Unknown","Female","caucasian"
"ACH-000208","U178_CENTRAL_NERVOUS_SYSTEM",NA,"ASTR","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR","Primary",56,"Adult","Male",""
"ACH-000209","SNU1079_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Male",""
"ACH-000210","CADOES1_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",19,"Adult","Female","asian"
"ACH-000211","DAOY_CENTRAL_NERVOUS_SYSTEM",NA,"MBL","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL","Primary",4,"Pediatric","Male","caucasian"
"ACH-000212","CAL120_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Metastatic",43,"Adult","Female",""
"ACH-000213","HUPT4_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",60,"Adult","Male","asian"
"ACH-000214","HS675T_FIBROBLAST",NA,"ZFIBCOL","Fibroblast","Non-Cancerous","Fibroblast, Colorectal","","",NA,"Unknown","Male","caucasian"
"ACH-000215","LN382_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",67,"Adult","Male",""
"ACH-000216","JHESOAD1_OESOPHAGUS",NA,"ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","",66,"Adult","Male",""
"ACH-000217","JHH6_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Primary",57,"Adult","Female","asian"
"ACH-000218","PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",24,"Adult","Male",""
"ACH-000219","A375_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",54,"Adult","Female",""
"ACH-000220","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MCL","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL","",68,"Adult","Male","caucasian"
"ACH-000221","SNU398_LIVER",NA,"HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","Primary",42,"Adult","Male","asian"
"ACH-000222","ASPC1_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",62,"Adult","Female","caucasian"
"ACH-000223","HCC1937_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",24,"Adult","Female","caucasian"
"ACH-000224","HS819T_FIBROBLAST",NA,"ZFIBBON","Fibroblast","Non-Cancerous","Fibroblast, Bone","","",60,"Adult","Male","caucasian"
"ACH-000225","ECC12_STOMACH",NA,"STSC","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Small Cell Carcinoma of the Stomach","STSC","Primary",63,"Adult","Male",""
"ACH-000226","SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ALCLALKP","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ALCLALKP","",5,"Pediatric","Female",""
"ACH-000227","KPNYN_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",2,"Pediatric","Male",""
"ACH-000228","BICR31_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",NA,"Unknown","Male","caucasian"
"ACH-000229","HS822T_FIBROBLAST",NA,"ZFIBBON","Fibroblast","Non-Cancerous","Fibroblast, Bone","","Primary",9,"Pediatric","Female","caucasian"
"ACH-000230","HS742T_FIBROBLAST",NA,"ZFIBBRE","Fibroblast","Non-Cancerous","Fibroblast, Breast","","",71,"Adult","Female","caucasian"
"ACH-000231","KALS1_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",74,"Adult","Female",""
"ACH-000232","U251MG_CENTRAL_NERVOUS_SYSTEM",NA,"ASTR","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR","Primary",75,"Adult","Male",""
"ACH-000233","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ALCLALKP","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ALCLALKP","",12,"Pediatric","Male",""
"ACH-000234","CAKI2_KIDNEY",NA,"PRCC","Kidney","Renal Cell Carcinoma","Papillary Renal Cell Carcinoma","PRCC","Primary",69,"Adult","Male","caucasian"
"ACH-000235","PANC0403_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",70,"Adult","Male","caucasian"
"ACH-000236","SW1417_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",53,"Adult","Female","caucasian"
"ACH-000237","JHOM1_OVARY",NA,"MOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","MOV","Primary",88,"Adult","Female",""
"ACH-000238","SCC4_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","Primary",55,"Adult","Male",""
"ACH-000239","HUG1N_STOMACH",NA,"TSTAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","TSTAD","Metastatic",55,"Adult","Male","asian"
"ACH-000240","HS600T_FIBROBLAST",NA,"ZFIBSKI","Fibroblast","Non-Cancerous","Fibroblast, Skin","","Primary",NA,"Unknown","Male",""
"ACH-000241","JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CMLBCRABL1","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1","Primary",58,"Adult","Male",""
"ACH-000242","RT4_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",63,"Adult","Male","caucasian"
"ACH-000243","DANG_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",68,"Adult","Female",""
"ACH-000244","DKMG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",67,"Adult","Female",""
"ACH-000245","BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",8,"Pediatric","Male","caucasian"
"ACH-000246","SLR23_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Metastatic",NA,"Unknown","Unknown",""
"ACH-000247","OCUM1_STOMACH",NA,"DSTAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","DSTAD","Metastatic",38,"Adult","Female","asian"
"ACH-000248","AU565_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Metastatic",43,"Adult","Female","caucasian"
"ACH-000249","CL11_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",NA,"Unknown","Male",""
"ACH-000250","KMRC20_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",NA,"Unknown","Unknown",""
"ACH-000251","NCIH2887_LUNG",NA,"NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","Primary",31,"Adult","Male",""
"ACH-000252","LS1034_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Primary",54,"Adult","Male","caucasian"
"ACH-000253","COLO201_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","Metastatic",70,"Adult","Male","caucasian"
"ACH-000254","SCC15_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",55,"Adult","Male",""
"ACH-000255","LMSU_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",27,"Adult","Female",""
"ACH-000256","COV318_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Metastatic",NA,"Unknown","Female",""
"ACH-000257","CORL279_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",63,"Adult","Male",""
"ACH-000258","DU4475_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Metastatic",62,"Adult","Female","caucasian"
"ACH-000259","KELLY_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Female",""
"ACH-000260","SKNAS_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",6,"Pediatric","Female","caucasian"
"ACH-000261","RERFLCAI_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Metastatic",NA,"Unknown","Male",""
"ACH-000262","UOK101_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",NA,"Unknown","Female",""
"ACH-000263","KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",7,"Pediatric","Male","asian"
"ACH-000264","CALU6_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",61,"Adult","Female","caucasian"
"ACH-000265","KP4_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",50,"Adult","Male","asian"
"ACH-000266","SNU213_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",65,"Adult","Male","asian"
"ACH-000267","HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HL","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL","",74,"Adult","Male",""
"ACH-000268","SNU245_BILIARY_TRACT",NA,"EHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","EHCH","Primary",NA,"Unknown","Unknown",""
"ACH-000269","AM38_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",36,"Adult","Male",""
"ACH-000270","HPAC_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",64,"Adult","Female","caucasian"
"ACH-000271","SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Metastatic",25,"Adult","Male",""
"ACH-000272","SLR24_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",NA,"Unknown","Unknown",""
"ACH-000273","SF539_CENTRAL_NERVOUS_SYSTEM",NA,"GSARC","CNS/Brain","Diffuse Glioma","Gliosarcoma","GSARC","Primary",34,"Adult","Female",""
"ACH-000274","HS852T_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",53,"Adult","Male",""
"ACH-000275","HS834T_FIBROBLAST",NA,"ZFIBSKI","Fibroblast","Non-Cancerous","Fibroblast, Skin","","Metastatic",27,"Adult","Female",""
"ACH-000276","HCC38_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",50,"Adult","Female","caucasian"
"ACH-000277","HCC1419_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",42,"Adult","Female",""
"ACH-000278","COV362_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Metastatic",NA,"Unknown","Female",""
"ACH-000279","EWS502_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Pediatric","Unknown",""
"ACH-000280","SNU840_OVARY",NA,"BTMOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Brenner Tumor, Malignant","BTMOV","Primary",45,"Adult","Female","asian"
"ACH-000281","KP2_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",65,"Adult","Female","asian"
"ACH-000282","NCIH1755_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",65,"Adult","Female","caucasian"
"ACH-000283","A1207_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",NA,"Unknown","Female",""
"ACH-000284","HS840T_FIBROBLAST",NA,"ZFIBUPA","Fibroblast","Non-Cancerous","Fibroblast, Upper Aerodigestive","","",7,"Pediatric","Male","caucasian"
"ACH-000285","TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Primary",NA,"Adult","Female","caucasian"
"ACH-000286","SNU1033_LARGE_INTESTINE",NA,"READ","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ","Primary",45,"Adult","Female","asian"
"ACH-000287","NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ABC","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC","Metastatic",43,"Adult","Male","caucasian"
"ACH-000288","BT549_BREAST",NA,"BRCNOS","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS","Primary",72,"Adult","Female","caucasian"
